r,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
0.0,2.1897788758435515,2.6469421414762846,2.9897410523449452,3.2617428430950306,3.4937247978624586,3.690414276143122,3.836458994109782,3.9592644263066195,4.078847552322435,4.186277437901505,4.287818179490964,4.367085272961111,4.42835884161189,4.506478336436648,4.556056909787632,4.635399488224715,4.680698248802139,4.713193819926872,4.762450206473631,4.807782188166026,4.83132464358552,4.893743769006241,4.918781973176573,4.947488017012287,4.970236679295775,5.003674291804044,5.035584982557445,5.063141515487417,5.085357003937738,5.106714024850587,5.12137155498379,5.155018704489474,5.172974121681619,5.184741375347454,5.2079684116190395,5.240570431539254,5.246670049519954,5.2679014316849715,5.28187181577473,5.290839915697173,5.306700511953693,5.324303699335796,5.334269222666999,5.344751802024829,5.362628567485037,5.368508157706514,5.381797069891609,5.397396548217841
0.01,2.1890589921924697,2.6539934964717187,3.01734098785452,3.280228081733272,3.5069393996977856,3.696290256437343,3.8528120618296633,3.979998398919062,4.105853769233236,4.208647863757382,4.299435435065941,4.387238501135815,4.450993880149122,4.52630878182482,4.5802710558934345,4.625234384915443,4.686959839487541,4.729415320675228,4.778548376380151,4.830088384050757,4.856356733329882,4.897685260288482,4.928866961861739,4.96538884764367,4.986060465888821,5.014742411004356,5.042687872484657,5.0649252638162565,5.092819689952956,5.120198220217709,5.135186199764302,5.157469744737127,5.1774673950454835,5.20372644043772,5.223147037709113,5.233534749051482,5.244890987461892,5.270017061071334,5.281289486535103,5.300822972084731,5.310473287222821,5.322917909978592,5.337256115617997,5.349662879601531,5.362934171664065,5.380835510852557,5.392846988441804,5.399547748398057
0.02,2.2077820449882037,2.6954022956089196,3.0386683764618554,3.30002325168447,3.540306583736881,3.7073579751135126,3.8646447814290528,3.9966840408708064,4.099215992609776,4.218011806155778,4.315227318269699,4.386316982184088,4.445812445444411,4.516370736654978,4.586185767698007,4.6551802299195995,4.6996574522114285,4.734047714066872,4.786019480395407,4.830803498453827,4.867305356885206,4.901342137154703,4.93230302582487,4.976876288811494,4.997214069148849,5.031862491705739,5.048973583938299,5.083213606885675,5.1053973170537335,5.12307879193298,5.152148740049881,5.169495871681887,5.194799389978808,5.208880672616046,5.217757308086993,5.238660722930584,5.255524231078847,5.2748609392151655,5.29063499001681,5.30718195109714,5.318908045840638,5.336819228281602,5.347380314372868,5.3584818928484195,5.371536985060237,5.385278106079617,5.397734360056541,5.4004310650951375
0.03,2.2203942929409544,2.7079738140247476,3.0559589798667104,3.3055773912628448,3.5270541883705553,3.740933109403828,3.8976598837287613,4.020392893946099,4.133317998915726,4.208698245155126,4.3175743508746285,4.400163114498195,4.475517523017109,4.528972096401928,4.6006794377163365,4.662399470771253,4.6959700027164315,4.755159434188578,4.787519931833072,4.843634454855255,4.857408783451934,4.914926055608972,4.944762267484479,4.982338327178794,5.010048815202102,5.030281017655084,5.0589865330126225,5.084653223413557,5.108560536447707,5.127504014157327,5.153437890051005,5.167788357768847,5.196989614125088,5.208843399399737,5.2327247514885675,5.249269850815398,5.263004303640912,5.280434327279939,5.299846591429538,5.304405926252368,5.327352204398291,5.338658386829933,5.350790511562978,5.362201064338591,5.382440729238273,5.385125300428506,5.3981188866338154,5.414487777546053
0.04,2.2047454814243337,2.7044251199096747,3.0549476181633115,3.3255363866743073,3.556444161321805,3.7380874785403453,3.880575972982485,4.026347983729372,4.143845698955666,4.242419631319479,4.3285526837091455,4.411394516406235,4.479603368661919,4.542407123940197,4.606835014259981,4.6673650476149975,4.7271133331420705,4.7644715093163095,4.806706546867922,4.844852223545064,4.89086566229335,4.926548335552311,4.945981647369506,4.982306158171764,5.015188355849382,5.037746093051953,5.071955197165555,5.1020460015672615,5.116636224390517,5.136681420448457,5.15840304839383,5.171023413105372,5.200314336379141,5.226089574627139,5.236898430822271,5.249545243279145,5.277907660828585,5.290877917526187,5.299934904049838,5.309841976973683,5.331483289970819,5.33774132598613,5.358274681320532,5.373735221716753,5.381095270759959,5.397416221345167,5.407715980233883,5.42524860106231
0.05,2.2322294434644725,2.7136272317884136,3.078496985817591,3.351345249475773,3.5645038479514355,3.7697151304997534,3.9023583103852024,4.019066806523899,4.1468581291837765,4.259596926033181,4.3296557991489895,4.412517897451987,4.494237990647715,4.571671909572738,4.610659030425633,4.6715447540186705,4.725830509884425,4.766347539277146,4.815879458563946,4.854566447961684,4.896001576955861,4.930663817862575,4.954730472279824,4.987016681429677,5.021158608563658,5.050025109956202,5.074578359658444,5.103887899858451,5.121172740099979,5.155105639225355,5.164766195990129,5.191535955397717,5.204261245161314,5.232712146513695,5.248062012901575,5.2564012094827515,5.284750932708996,5.2996883502896095,5.307375030845869,5.326025478333354,5.339998123992006,5.350078198910952,5.368159930016195,5.368842281572447,5.391523817624552,5.3969078349889825,5.408884373880553,5.421338841253419
0.06,2.2477984962039366,2.7639648635521055,3.094543268198247,3.366107474090557,3.5848987375905383,3.771821196039473,3.9400608653898246,4.0484214160975425,4.164628946023494,4.259674385028715,4.3457102811145365,4.430018547418885,4.495407397079835,4.574995574744188,4.626557298793635,4.684823781306346,4.733027028656908,4.773314287413502,4.824272825580099,4.864219297337073,4.903282154229966,4.93953815578094,4.978337400904395,4.9953822893570825,5.023753429426497,5.059200467469514,5.087459376141863,5.106829214339434,5.136935402876165,5.148147958099518,5.174781743675964,5.197722543297118,5.215270414074208,5.232376151296358,5.25296770532273,5.268837412239801,5.287252223789992,5.296729829899837,5.315991279851083,5.33197526644777,5.344617344736747,5.356780362046998,5.372264096484294,5.381582098132593,5.394659308542801,5.408747759012626,5.419593755873754,5.429103678451592
0.07,2.266518186683919,2.7534670997833537,3.120925488043458,3.377619940166527,3.599620206961953,3.783822664767115,3.949289373197309,4.067412159026619,4.174444832629149,4.281404769138903,4.367456794816742,4.429382142172744,4.514073919960067,4.584399755237209,4.642004219293474,4.703775852451991,4.738574836548466,4.791871342926563,4.831267280754899,4.87222709649723,4.914489931388593,4.950287991102511,4.972491399478566,5.015139723643981,5.038724871008116,5.068874464254847,5.0886034568578475,5.113955320689205,5.136335557874684,5.161120201186348,5.180099895483519,5.204208593696291,5.222810784467468,5.239132969092263,5.259461804762717,5.2698652552477006,5.294520418092989,5.31129209664978,5.320870784443326,5.329792406964369,5.3493289115977385,5.361856220925767,5.376910834169146,5.387044646410147,5.403336316649433,5.412303425223727,5.422711743882236,5.433085828253943
0.08,2.2760221558863463,2.7733320017238086,3.114986953304788,3.392751490228611,3.612537602018285,3.805387396988311,3.920174347663239,4.0802870421277975,4.186375666382753,4.275693464063483,4.378419612092696,4.4503757351672455,4.5203469321994945,4.595960812564475,4.652812290498953,4.712172439254657,4.75355967220554,4.8074097760422205,4.835403050378636,4.87974937695311,4.926126843047425,4.958511062539525,4.993055087862193,5.015783523602903,5.050969771444591,5.082594959645559,5.097519655837494,5.131013529142957,5.14778023330332,5.172487461160264,5.186637475850616,5.212754481015735,5.23483750479632,5.245637427769492,5.262285736122445,5.2806520553318235,5.3012963982381045,5.307944253446421,5.330281896567201,5.341701166322869,5.357300755164102,5.367409225477728,5.381915314477858,5.399986833268498,5.40869580623492,5.415697974551416,5.43072857080535,5.439178712284134
